ID,自由記述,感情スコア,授業評価スコア
77639,数学苦手なら難しいところが少しあるかも。極端に苦手じゃなければ大丈夫だと思う。,0.0,3.63
19427,授業や学期末での課題で忙しい中、ご回答、どうもありがとうございました。アンケート結果やいただいたコメントは、今後の授業にも活用させていただきます。 Formsの予習や授業動画を視聴するのは、大変だったと思います。どうもお疲れ様でした。 古川武史,1.0,3.33
81337,授業スピードが速くなったりするので少し大変だった,-1.0,3.08
25098,質問しても分かりずらかったです。,-1.0,3.5
42048,課題がたまに難しかったです。,0.0,3.37
38328,授業スピードが早くて大変だった。,-1.0,3.61
56975,後期おせわになりました。,1.0,3.52
18072,オンライン授業でしたが、Power Pointの資料が毎回配付されていたのでそこまで理解出来ないようなことはなかったです。ただ、教科書に記載されていない内容が時々あり、それらはwebなどで調べる必要があったので苦労しました。,-1.0,3.66
97254,とてもためになります。,1.0,3.64
25063,演習課題と中間及び期末テストで点数を取ること。演習課題は教科書や資料だけでは理解が不十分だと思うので、ネットや参考書を熟読することがおすすめかと(時間に余裕があれば)。意外に大変。,0.0,3.56
39718,定期的に細かい復習が必要になる。,0.0,3.38
21262,毎講義、具体的な目標を設定してから受講すると課題が早く終わると思います,0.0,3.65
31308,歴史は暗記するものだと考えていたけど、全て暗記するものではなかった,1.0,3.34
88015,この3ヶ月間お疲れ様でした。,0.0,3.54
72702,好き嫌いがはっきり分かれます,0.0,3.8
11106,電験理論の難しさが分かります。,0.0,3.0
36132,最初は簡単、後々難しい,0.0,3.62
42783,初めてプログラミングを行ったが感覚を掴むのが難しかった。,0.0,3.69
77705,小テストが定期的にあるので注意！,0.0,3.64
54700,テストが持ち込みありでも難しかったです,0.0,3.56
69091,しっかり話を聞いていないと難しいです。,0.0,3.8
6425,レポート作成が大変だった。,0.0,3.51
56853,課題の点数が意外と少ない。,0.0,3.63
42907,全くやったことがなくて、プログラミング得意な人に聞かないと全然わからないこともあった。,0.0,3.66
9615,パワーポイントのみでの理解が大変でしたが、自学の力が尽きました。,1.0,3.36
2463,コロナで対面授業が一度もなく先生から直接教わることがなかったがのが残念でした。,-1.0,3.2
3600,オンラインのため体を動かすといったような授業はあまり無かった。,-1.0,3.27
32639,授業の進捗が自分的にはとても速いと感じた。,-1.0,3.12
34327,知っておくと良い知識が得られるので履修する価値はありますが、理解が難しいところもあります。,1.0,3.55
12357,課題が大変なので頑張ってください。,0.0,3.42
51189,しっかりと勉強しないと単位落とします。,0.0,2.73
85535,レポートが大変だったです,0.0,3.45
26833,授業後の感想文が大変だった,0.0,3.11
39170,内容が多くて大変だった,0.0,3.51
63453,舐めていたらやばい講義,0.0,3.48
87072,1回目レポート出していないのですがどうすれば良いですか？,0.0,3.54
21021,きちんと授業を聞いていたら大丈夫だと思います。,0.0,3.61
76519,授業資料が多いので、管理がたいへん,0.0,3.5
81940,なかなか覚えることが多くて大変だった,0.0,3.67
65031,課題が難しかったです。,0.0,3.73
97265,毎回感想を書くけれどそんなに時間がかからない,0.0,3.64
5239,代謝のメカニズムがとても多くて理解が大変でした。,0.0,3.4
77295,行政について知る機会は中々ないのでためになった。,0.0,3.57
67481,最後が難しくなるので頑張ってください。,0.0,3.6
4160,予習も復習も同じくらい必要です。,0.0,3.2
55158,世界の歴史は難しかった。,0.0,3.54
9052,何個か難しい課題があったので苦戦しました。,0.0,3.4
42007,課題が非常に難しかった。,0.0,3.39
86313,授業中に書く量を減らして欲しいです,-1.0,3.48
13249,簿記を学ぶのが初めてだったので、先生の説明を聞いてもいまいちわからなかったです。,-1.0,3.15
41606,理解するのがとても大変でした。,-1.0,3.65
30407,いくつかわかりにくい場所あり少し大変でした。,0.0,3.52
30563,しっかり課題はだすこと。,0.0,3.4
7141,オンラインでグループの人と課題をこなすのが大変でした。,0.0,3.6
60064,ポスター制作大変です。,,3.6
82188,小テスト中ずっと歩き回っているため、少々気になってしまう,0.0,3.04
92156,時々聞き取れない時がある,-1.0,3.56
21972,課題が難しかったです。,0.0,3.3
55684,workと小テストを忘れ図にしましょう,0.0,3.5
68034,時間がとても少なかった,-1.0,3.54
16157,コロナ禍で感染が広がっている中通学するのは少し怖いです。,0.0,3.42
7005,対面では体を動かすことをすると思うが、オンラインだとモチベーションがあまり出なかった。 また課題の一週間の振り返りでは取り組んだこと、来週取り組むことの欄に400時は個人的に多く感じた。,-1.0,3.28
30530,できるまで反復。問題集と授業プリントの問題は完璧ぐらいまで解けないと厳しい。,0.0,3.19
21970,人生で初めてパイソンにふれたので、独特なプログラミングに戸惑いました。,0.0,3.3
51369,後半の講義が大変です。頑張りましょう。,0.0,2.96
92749,わからないことが多いと思うので積極的に友達に聞いたり、オフィスアワーに行かなければついていけなくなる。,0.0,3.37
28029,オンデマンド時の課題が他の受講生に見られることが嫌でした。,-1.0,3.15
15713,貴重なコメントを有難うございます．今年度は慣れない遠隔講義で皆さんにも多くのご協力をお願いすることとなりました．そのような中，「資料や動画が分かり易かった」「説明が分かり易かった」「自分のペースでできた」などのコメントがあり，大変に安心しております．一方で，出席課題やチャレンジ課題，プログラミング課題の難易度のついてのご要望も大変に参考になります．対面講義では，ＴＡの学生さんのサポートがあったり，学習相談コーナーを設けたりと皆さんと接しながら分からない点を解決していく機会があるのですが，今年は同等の機会を設けることが難しく，掲示板やメールなどでの対応になってしまい，スピーディな解決策を効果的に届けることができなかったことを申し訳なく思っております．前期の講義で気づかされた様々な問題点を整理し，更なる講義品質の改善へ役立てていきたいと思います．,1.0,3.56
25638,間違いをなくして欲しい,-1.0,3.34
78972,授業が早く進んでメモしきれない,-1.0,3.2
61628,ちゃんと聞いておかないとレポートの時困るので注意,0.0,3.29
45505,内容を覚えるのが大変です,0.0,3.48
20051,レポートが大変だったのでしっかり授業後も復讐を欠かさず頑張ってください。,0.0,2.76
2827,化学基礎を理解していない人は受けるべき。,1.0,3.44
65525,毎回てすとがあってとても勉強にあてることができました。しかし、クラスによって評価基準が違うと今後クラス分けテストをまともに取り組む人が減るのではないかと思いました。,-1.0,3.76
18169,課題に結構時間がかかるので頑張ってください。,0.0,3.56
29658,生物学実験では様々な実験をすることが出来た。 実験Bが少し変わったりしたがそれ以外は不自由なく実験でき、成功できたのでよかった。 実験Bのレポート変更の際通知がなく、クラスプロファイルを確認しておかないと変更内容が確認できなかったので少し不便だった。,-1.0,3.69
63229,授業スピードが速くて大変だった。,1.0,3.4
94498,解説がとても分かりやすかったです。しかし、やむを得ず欠席しなければいけないときに、周りに理解している人が少なく、わからないことがありましたので、問題の回答がないので、不安になりました。,1.0,3.12
24727,毎週なんでも相談室を利用させてもらっていたが、理解できたと自信を持てるレベルまで学習を修めることはできなかった。,-1.0,3.35
30106,式が沢山あって正直難しすぎた復習もっとしておきたい,-1.0,3.51
6623,難しい問題が多く解き方を覚えるのが大変でした。,0.0,3.7
34184,数学が苦手な人は少し難しく感じるかもしれません。,0.0,3.31
11327,オンライン授業は難しい,0.0,3.2
64795,課題が大変かもしれない！,0.0,3.61
40669,トイレに自由に行かせないこととスマホをカバンに入れて充電をすることに関しては許していただきたい。,-1.0,3.15
83104,天田教授のいつも通りの講義の進め方で試験が大変です。,0.0,3.38
13138,最初の方はしっかりと授業に取り組むことができたが、途中から怠けてしまった。対面で受けたい授業でした。,0.0,3.36
67911,いろいろな文字がたくさん出てくるのでとてもこんがらがった,0.0,3.58
27385,赤文字がとても多いので大変です,0.0,3.39
50819,体調不良が多く、授業に追いていかれる一方でやる度にあまり復習があまりできておらず理解が深まっていないことが多かった。休んだ日の内容を自分で解いてなかった時は次の授業で何を言ってるのか分からずもったいない時間を過ごしてしまったこともあったから体調不良はしょうがないけどその代わりにその分の理解を自分でこれかれ深めていこうと思った。,0.0,3.6
16643,インターネットで調べることもする。,0.0,3.65
10448,課題やその模範解答での問題番号のミスや誤表記が多かったのでもっとよく確認してからアップロードしてほしい。,-1.0,3.06
83193,期末テストはありません。,0.0,3.43
24581,恥をかいてでもわかるようになるまで、質問するべき。,0.0,3.68
54315,地域の危険場所などがわかった,1.0,3.67
30933,楽しかったです。ただ、ビデオの内容をもう少し考慮していただけると助かります。朝から人がバンバン死ぬやつやセクハラ等の胸糞映画はあまり見たくなかったです。,-1.0,3.57
41351,テストの答案を返却して欲しいです。どこが間違ったのかやどういう間違いかたをしたのかわからないので。本当にお願いします。,-1.0,3.55
75182,いろいろな方向から問題を見れた,0.0,3.44
42536,スマホでスライドをいつでも入れるようにしとけ,-1.0,3.67
73829,課題の提出の起源や過大の提出期限や本文のリスニングを忘れずにすること。,0.0,3.54
18151,計算をがんばってください,0.0,3.28
68318,テストの結果や解説がわからないと復習や点数が分からないため前もって返却用ファイルを出していた方がいいと思います。,-1.0,3.67
24108,数式をアルゴリズムに落とすことは初めてだった。,0.0,3.26
44883,時間ギリギリになると話すスピードが速くなって追いつけずにメモがとれない時があるため、もう少し話す内容を絞ってもいいのかなと思いました。,-1.0,3.45
58083,法律に興味がない人はおすすめしない。テスト時は持ち込みOKだが、見る場所も多いため難易度としては高い方だと思う。,-1.0,3.63
72294,欠席は3回までなので気をつけてください,0.0,3.71
65075,とても難しくあまり自分で解くことができませんでした。なので自主的に勉強しようと思いました。,0.0,3.64
88414,提出物を必ず出すこと。,0.0,3.32
36679,FIT-AIMの期日を見る,0.0,3.34
6735,レポートは必ず期日以内に出すようにしてください。,0.0,3.83
57177,分かりやすい抗議だった,1.0,3.56
28267,スマホで遊んでいる人がいると、連帯責任で期末テストが持ち込み不可になってしまうので、真面目に先生の話を聞いて授業を受けるようにしてください。,-1.0,3.45
78935,黒板に板書しているときに、黒板の近くの電気をつけて欲しかったです。,-1.0,3.2
91934,班のメンバーによって難易度と帰宅時間が変わります…,-1.0,3.41
57501,テスト内容はテスト前に提示され、自分なりの答えを考える時間はあります。持ち込みは出来なかったはず。,0.0,3.61
63480,FIT AIM かくこと,0.0,3.64
51541,先生によっては授業が雑であるため、その先生の担当を引かないようにお祈りしましょう。,-1.0,3.46
47290,机の上に荷物を置かない。,0.0,3.52
96805,板書は期末テストで必要な資料となるので、必ず取った方が良い。,0.0,3.45
13633,行列とはどのようなもので、計算をどのように行うのか分かりました。,1.0,3.64
37736,テストは記述問題が難しいので、対策しよう！ 中間は持込み不可、期末は持込み可。,0.0,3.5
19362,先行逃げ切りを実行しましょう。,0.0,3.66
94459,1日休んだ人が二度と来なくなったことがかなり印象深い。,0.0,3.13
48056,休むと評価を受ける機会を失うことになるので、なるべく休まないように‼︎,0.0,3.35
40324,レポート課題は最終提出だが、貯まると多いのでコツコツ終わらせたほうがいい。,0.0,3.66
25627,とても難しい内容だったのでテストに向け対策をしっかりしていきたい,0.0,3.34
11613,電力がどのように発電され、送られているのかをしった。,1.0,3.32
81743,器具のつかいかたやレポートの書き方。,0.0,3.6
53166,わからないことはすぐに質問すること,0.0,3.87
69819,PCでべつのことはしないようにしましょう,0.0,3.43
83483,再履修ならないように頑張ってください,0.0,3.44
16090,遠隔だったので参考になるかわかりませんが、それぞれの先生ごとに課題提出があってそれが点数に直結していたので出し忘れ等のないように気を付けてください。,-1.0,3.43
80190,取らない方がいいです。,-1.0,3.2
37738,小テストのやり直しを行うこと。,0.0,3.5
93368,最初の試験では、課題において、他の人に頼ることが多かったり、事前の準備の取り組みが不十分だったため、ほとんどとくことが出来ずいたため、事前の取り組みがどれほど重大なのかを身をもってしる結果になった。,1.0,3.34
33910,計画的にレポートを終わらせてください。,0.0,3.58
24552,繰り返しプログラムを組むことで問題が解けるので、一回でならなかったからといって諦めないでください。,0.0,3.68
4229,すべての産業は関連していることがわかりました。,1.0,3.48
19496,どのような技術が存在するか調べてみてください。,0.0,3.83
68343,提出期限を当日の23時59分までにしてほしかった。,-1.0,3.3
50288,オンデマンドの時もあります。,0.0,3.28
77748,メモをしかっりととる。,0.0,3.73
61291,小レポートを期限内に提出すること,0.0,3.38
53626,ちゃんと提出物をだして期限を守ること,0.0,3.44
90415,調子乗ると翌日死にます。 テスト前はほどほどにしましょう。,0.0,3.8
34937,ヘイフリック限界とテロメア領域,0.0,3.04
2540,一つ見逃すと取り返しがつかなくなるかもなので気を付けて,0.0,3.27
78816,黒板に書かれた物は全て記述すること,0.0,3.1
30984,大量にある資料を捨てないこと,0.0,3.57
91522,通信を行う際にどのような通信が行われているか、また、どのようにして送信や受信を行なっているかがわかった。,1.0,3.62
72172,きちんと出席し、レポートを毎回期限を守って出したほうがいいです。,0.0,3.66
31475,大人数に対して授業をしているのにも関わらず、ひとり一人に質問するため非効率的 そのためQ&Aというシステムがあるため重要なことのみを質問をある程度理解している人にするべき 演習問題を解く時間をより設けるまたは解けていない問題を課題にするべき 授業中の演習時間が少なく定着ができていない、また演習問題を解く時間がないことから この単元の具体的な問題などが分からないことで復習が疎かになる わかりやすくしようとするあまり補足説明が多く逆にわかりずらい 短くすることで演習問題を解く時間を多くとれる,-1.0,3.65
20732,予習と復讐をする癖がついた,1.0,3.07
87500,しっかりと先生の話を聞いたうえで、自分のできることに力を注入したほうが良い。 誘惑に負けて何事もおろそかにすることはいけない。,0.0,3.46
28348,プリントを毎回メモして、教科書にマーカーをひく,0.0,3.57
64479,毎日勉強しましょう。勉強しないと置いていかれます。他の授業の内容も入ってくるので、しっかり復習しないと単位が取れません,0.0,3.65
42078,認定科目なので、資格を取りたい人は絶対取った方がいいと思います。電験を取りたいけど時間がなかったり、勉強の仕方が分からなかったりする人は受けた方がいいと思います。,0.0,3.75
81467,レポートなめたらいかん,0.0,3.52
32127,レポートを期日までに出すこと,0.0,3.39
35353,レジュメを全てプリントアウトするとかなりの量になるため、PCを用いて受講することを推奨する。,0.0,3.8
92496,どこが出るか毎回知りたい,0.0,3.28
82527,予習復習プリントが出ます。,0.0,3.4
60970,教科書は買った方がいいかもしれない。,0.0,3.55
91936,レポートを作ってないと実験に参加できないので、きちんと作成すること。,0.0,3.41
95793,板書は絶対に行ってください。,0.0,3.39
30331,間違っている部分が分からないので、テスト結果の返却をしてほしいです。,0.0,3.5
33169,CSの人たちにわからないことは聞いたり、復讐をしたりすること。,0.0,3.65
94621,期末試験は持込不可なので、中間試験が終わったら少しずつ復習する必要があるかと思います。,0.0,3.16
10634,反論の型やモデルに意見を当てはめること。,0.0,3.39
26258,fitaimは必ず記入してください。,0.0,3.48
81392,化学が苦手な人は受けた方がいい。,0.0,3.2
5094,実験で何をするかくらいは頭に入れておいた方が良い,0.0,3.67
39760,回路に組み込んだ端子の働きと、電気の動き。,0.0,3.46
40419,とにかく難しい内容なので、ノートを見返して理解を深めて下さい。,0.0,3.5
86236,実験前に1度、教科書を読んでくること。,0.0,3.55
85482,自力で素早く解けるようになるまでとく。,0.0,3.11
84105,積極性を問われるような発表スタイルでやや採取は動揺したが最後まで率先して発表をしたりテスト勉強を行なったりと積極性を身に着けられるような抗議だった。,0.0,3.6
92312,とにかくメモをとりましょう,0.0,3.33
38149,各分野で再試験を実施してほしい。,0.0,3.68
75984,４回に1回ほどテストがあるのでがんばってください,0.0,3.57
25143,テストの点数が悪いと単位をもらえないのでテストを1番頑張ってください。,0.0,3.5
57558,レジュメを記入しましょう,0.0,3.45
82219,高校の分からなかった内容が分かった,0.0,3.29
43937,ピ逃げしても授業中にいきなり感想を書くことがあります。,0.0,3.33
64138,課題とFIT-AIMの入力は絶対にした方が良い,0.0,3.3
45578,課題が溜まると地獄を見ます。,0.0,3.48
10910,どのようにすればモーターが回るのかいろいろ試行錯誤しました。,0.0,3.47
47199,教科書は最終的に採点のため回収されるのですか？,0.0,3.44
12806,ほかの人たちが言いたいことは言っていると思うので私からは、あのメールでは納得がいきません。私たちは授業料を払っているので、せめて納得のいくような説明をしていただきたいと思います。,-1.0,3.04
57833,民法のことがよくわかりました。不法行為のことや事務管理のこと、免責事由がどんな時に使うのかがわかりました。,1.0,3.66
85686,回答、ありがとうございました。雑残については、内容と関連する情報・知識をと思い話しています。英語や教科書の内容とどう関係しているかの説明をもっとすべきと反省しています。新聞を読む習慣はつけていって下さい。,-1.0,3.2
95343,先生の言った所は線を引く,0.0,3.49
61188,女性には「恥ずかしいだろうから答えなくて良いよ。」と質問せずに、男性だけにプライベートな答えづらい質問をするのは差別的であまり良くないなと思いました。どうしても、授業であのような質問が必要なのであればチャットで打つなどの男女問わず答える側が答えやすいような方法で授業をするべきだと思います。 また、授業がリモートになったのに授業開始10分前にZOOMのURLが送られてきたり、評価内容について詳しく説明が無いなど、生徒に対して不親切な面が多く見受けられました。,0.0,3.08
45389,配布された小説を読んでレポートを書く課題があるので、期日を守るようにして下さい。,0.0,3.45
49894,予習復習が大事です。ボーッとしてるとすぐに置いていかれます,0.0,3.7
65780,予習、復習はした方がいい,0.0,3.67
96233,経営者を目指している方は、この抗議はこれからの社会に役立つと思います。,1.0,3.38
80055,黒板に書くやつはメモする,0.0,2.94
53889,企業がどのようにできているのかが分かった。,1.0,3.55
74987,ちゃんと受けた方がいいです。 イヤホンしちゃダメ！,0.0,3.46
88009,欠席すると多くの点を失ってしまうので必ず出席する,0.0,3.46
69674,fit-AIM準備シートは、しっかりと書いていた方が良いです。,0.0,3.54
42583,授業が進むに程段々と複雑なプログラムが増えていく為、1回の講義でできる限り理解を深めるようにしましょう。,0.0,3.45
34173,ミクロ、家庭的な経済の回りの仕組みをまなんだ。,1.0,3.31
8581,技術者としての責任など思考の幅が広がった。,0.0,3.4
41173,文字がとても小さくて前の席にいても見えない時があった。特に図を書いたり、式を書く時に添え字があるときなどがとても見づらかったです。なので友人に見せてもらうなど板書を写すだけでも、とても時間がかかっていて、先生の話についていけてない時が多かったです。 課題でいきなり問題を解くのは大変だったので、授業中に例題を何問か出して欲しかったです。そうすれば理解も深まって行くと思いました。,-1.0,3.23
18300,提出期限のことも意識しながら早め早めにレポート課題に取り組んだ方が良いと思います。,0.0,3.48
45635,もう少しだけ動画の時間を短くすると良い,-1.0,3.48
44306,教科書のなかで重要なところには、印をつけたほうがいいと思います。,0.0,3.25
63067,レポートの期限に注意してしっかりと提出する,0.0,3.44
79776,授業を休まないようにして下さい。,0.0,3.51
5225,とても大事なことばかりなのでしっかり予復習するようにしましょう。,0.0,3.3
38237,分野別のテストのときにきちんと点数をとっておきましょう,0.0,3.54
37795,テストは抜き打ちで行うので、日頃から勉強すること。また、計算式を覚える勉強は、テストで良い点数がとれないので、先生の話をしっかりと聞いて、解き方を学ぶこと。,0.0,3.77
51891,必ず授業に参加して、テスト勉強を行ない、再履修にならないようにしましょう。,0.0,3.33
78267,様々な制約がある中での受講になります。 社会科の免許を取得したい人以外は選択科目であると思いますので、1回目の講義でよく検討したうえで受講してください。,-1.0,3.36
39536,もう少しテストで出る部分等を教えて欲しかった。,0.0,3.12
94491,毎回のスクリーンのメモを打つのみ,0.0,2.85
1002,簡潔で、わかりやすかった。内容は難しい,1.0,3.44
48181,課題の提出時間の変更は伝えてほしかった。,-1.0,3.26
6079,皆さんが苦手と思われる化学装置・物理・数学的な内容が多かったのですが、それなりに頑張ってくれたと思います。もう少し演習を増やしたかったのが、それができず心残りです（次年度の課題です）。化学工学の内容は、工場などで勤務するようになったら、よく直面する課題となります。是非、化学工学の内容を忘れないでおいてください。,0.0,3.43
23489,ノートをしっかりとるべき,0.0,2.93
2232,ノートをとることだけに集中していたら授業の内容が分からなくなってしまうので先生の話を聞くことを優先する必要があると思います。演習問題で出た問題は必ず解けるようにして試験に臨まないといけません。,0.0,3.53
26092,内容もっとを簡単にしてほしい。,0.0,3.53
45298,期末テストが自分の書いた資料しか持ち込めないため毎時間の授業のメモをしっかりとるようにしたほうがよい。,0.0,3.5
95219,ロボットの便利さに対して危険な部分もあるということを映画や講義を通して学んだ,1.0,3.49
38751,課題は授業資料じゃなくて課題のタブに入れて欲しい,0.0,3.54
63506,一つの問題に対して、時間を取りすぎるので、レポート問題を解く際にはヒントを与えるべきだと思いました,-1.0,3.54
77704,メモをとってください。,0.0,3.64
12873,テストが大分難しいのでしっかりと復習した方が良いです。,0.0,3.25
74001,授業外学習は意外と時間がかかるため、週のはじめの方にやっておくことをお勧めします。,0.0,3.62
45605,計画を立てて、課題をしてください,0.0,3.48
41531,書いて予習して小テストで復習することで、頭に軽く残るようになった。 予習の計算問題などの解答が書き写せない時があったので、もう少し書き写す時間が欲しい。,0.0,3.6
89393,時間を守ることは社会常識です。バスや電車の日常的な遅延は言い訳として通用しません。遅延を考慮して行動してください。,0.0,3.51
75368,もうちょっと練習問題等で演習を重ねながら学びたかった。ペースが速すぎる。練習プリント等を配布してくれれば学習しやすかった。,-1.0,3.28
37212,微分積分の知識が前提になります！注意！,0.0,3.5
21603,ペットボトルの説明のバリエーションを増やしてほしい。,-1.0,3.51
3318,一年生の必修科目に化学Ⅰがあるが、化学Ⅰの講義では化学の基礎はすでに理解をしている前提で進められるため、不安な人はこの化学基礎科目を履修しておくことがおすすめ。,1.0,3.15
29758,課題はギリギリにするのではなく、計画的に早めに取り組む方がいい。,0.0,3.0
8627,熱やそれによる物質の変化、運動というモノについてよく分かりました。最後の方になると場合による当てはめの種類が多かったのできちんと見直したいです。,0.0,3.8
88390,先生にわからないことで質問しても、解答が全く来ないのでしっかりとメールを確認して送ってほしい。授業の出席状況を毎週しっかりと更新してもらわないともし間違ってたときに言っても、何週間前のことなんて覚えてない可能性があるため、更新してほしい。,-1.0,3.32
74603,法律について事前に調べること。,0.0,3.48
61887,心理学ってこんな感じなんだなと思った,0.0,3.45
3956,>自分でコピーをしなくてはならなかったので、コピー機がない人は大変だと思いました。・・・・・・ご意見ありがとうございます。確かに、その点に関しましては受講生へ負担をかけてしまい申し訳なく思っています。福永も遠隔講義は初めての体験なので、最初の頃はそこまで気が回りませんでした。今後は印刷せずPCを用いて直接pdfファイルに答案を書き込める方法を紹介するなど、なるべく受講生に負担がないよう、改善に努めていきたいと考えています。,0.0,3.53
88142,今なんの単元を勉強しているのかを理解しておけばいいと思います。,0.0,3.37
92701,レポートが多いのと講義の進むペースがとても早いと思いました。わからない人もたくさんいると思うので、ペースを落として講義をして欲しいです。,-1.0,3.37
72530,テスト勉強したほうがいい,0.0,3.85
42141,ノートを取りましょう．,0.0,3.59
55307,講義内容に関して少し進むスピードが速いように感じました。作っているスライドの枚数も多くすごく政治学への熱意は感じましたが、時間の関係で省略する形になることも多く結果として無駄になっているものも多かった印象です。今後もう少しスライドの枚数を削減し、わかりやすくもう少しゆっくりの講義をすることを望みます。,-1.0,3.55
67825,FIT-AIMを終わったらすぐに書いておくほうがいい。 ノートの内容は薄っぺらくても何か書いていた方が良い。,0.0,3.5
17110,課題やレポートは、早め早めに終わらせた方がいいと思います。,0.0,3.61
21288,ドリルをしっかりやり込まないとテストが難しいと思う。高校で習っていても授業を受けるべき。,0.0,3.37
38513,ヒールの足音が気になる,0.0,3.45
24697,わかりやすくてよかったです。ですが、最初教科書が売り切れという状況だったので教科書の量を増やしたほうがいいと思います。,1.0,3.46
33673,アンケートへの回答ありがとうございます。全体的に授業の内容および方法について好意的な意見が多かったように思います。引き続き、さらなる工夫をしながら講義を改善していきたいと思います。なお、欠席時の対応については、第１回目の講義および事前にメール等で連絡のあった人にはメールで指示をしています。一方で、改善の余地はあるかもしれません。これについても引き続き検討していきたいと思います。,0.0,3.54
68364,回路の1.2をしっかり理解して下さい,0.0,3.75
48408,講義内レポートがあり、自分の考えを記述する問題があるので、授業はしっかり聞いた方がいいです。,0.0,3.57
66145,先生がひたすら教科書を読むだけです。この講義は自分自身で理解していかないと難しいと思います。 しかし、C言語はプログラミング分野において難しい部類になりますので、難しいプログラミングに触れたい方は、お勧めします。,0.0,3.25
54600,レポートが大変なので計画的ににやりましょう。,0.0,3.54
